"index","GCM","SSP","RUN","PERIOD","BAFAun","BAFAunp","CMAun","CMAunp","CWHws2","ESSFdcw","ESSFdkp","ESSFdkw","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmk","ESSFmkp","ESSFmkw","ESSFmm1","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv3","ESSFmvp","ESSFmw","ESSFunp","ESSFwc2","ESSFwcw","ESSFwmp","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc3","ESSFxcp","ESSFxv1","ESSFxv2","ESSFxvp","ICHdw3","ICHmc1","ICHmc2","ICHmk2","IDFdk1","IDFxm","IMAun","IMAunp","MHmm2","MHmmp","SBSdk","SBSmc2","SBSwk1","SBSwk3","CWHds2","ESSFdc1","ESSFdc2","ESSFmwp","ESSFxcw","ICHmk3","ICHmw3","IDFdk2","IDFdk3","IDFdk4","MSdm2","MSxk2","MSxk3","SBSdw2","SBSmm","CMAun_WA","CWHms1","ESSFdh2","ESSFdk2","ESSFmh","ESSFmm3","ESSFmw1","ESSFmw2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwh1","ESSFwk1","ESSFwk2","ESSFwm2","ESSFxc2","ICHmk1","ICHmm","ICHmw1","ICHmw2","ICHmw5","ICHwk1","ICHxm1","IDFdc","IDFdk5","IDFdw","IDFmw2","IDFww","IDFxc","IDFxh2","MSdc1","MSdc3","MSdm1","SBSdh1","SBSdw3","SBSmh","SBSmk1","SBSmw","SBSwk2","ESSFdh1","ESSFmww","ESSFwh2","ESSFwmw","ICHdw4","ICHmk5","MSdk","MSdw","MSxk1","MSxv","ESSFabN","ESSFmm2","IMAab","SBSdh2","ESSFdv1","IDFxw","ICHwk3","ICHwk4","SBSdw1","ESSFwm1","ICHvc","SBSmc1","ICHwk2","ESSFdk1","ESSFwh3","ESSFwm_MT","ESSFwm3","ESSFwm4","ESSFxc1","ICHmk4","ESSFmv2","ICHvk1","ICHwc","CWHds1","ESSFvcp","ICHvk2","IDFxh1","SBSvk","ICHdm","ICHmw4","IDFdm2","BWBSwk1","ESSFvc","MHmm1","ESSFxh_WA","ESSFvh_ID","ICHdw1","ICHxw_WA","IMAun_MT","MHmm_WA","MSdm_WA","CWHms_WA","CWHvm_WA","ESSFmw_WA","ICHdw_ID","ICHxw","ICHxwa","MHms_WA","CWHws1","CWHvm2","CWHwm","ESSFvcw","IDFdm1","IDFww1","GOun_CO","CWHds_WA","IDFdh","IDFdh_UT","IDFxk","IDFxx1","PPxh1","CWHdm","CWHvm1","MSdh_UT"
95,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2061_2080",NA,34,11,100,5854,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,5,NA,NA,NA,NA,NA,NA,NA,17,61,NA,13,1,NA,NA,NA,NA,NA,NA,53,19,74,NA,NA,NA,NA,13,2271,106,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,7357,121,NA,NA,34,NA,NA,NA,NA,332,6403,NA,NA,1146,NA,74,35,117,348,34,940,372,9,1,3,NA,NA,NA,28919,10382,3247,14068,NA,NA,NA,417,309,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,5,7,29155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,NA,NA,NA,NA,61,NA,89,81,13,NA,NA,NA,NA,13,NA,1402,NA,4,5853,66,NA,69,NA,NA,NA,NA,NA,11,4794,1436,NA,221,NA,NA,31,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2061_2080",6,135,NA,32,354,97,1,NA,NA,NA,NA,NA,NA,NA,6,18,31,NA,NA,1,NA,NA,NA,22,NA,2,100,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2786,19,NA,NA,120,NA,22,774,4,4,NA,NA,52,2580,NA,NA,1917,NA,NA,NA,NA,1472,10290,17,NA,2157,NA,516,232,NA,376,12,808,NA,NA,35,2,2047,NA,NA,17583,12013,2762,1463,2,NA,NA,135,3651,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,63,75,8,3373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,319,NA,NA,NA,NA,NA,NA,NA,783,NA,NA,14345,5,1,7,NA,NA,NA,NA,3,89,18982,20347,11,1146,738,74,128,4,NA,NA,8,151,NA,NA,NA,NA,NA,43,NA,1,3,1277,NA,NA,NA,NA,NA,NA
97,"CNRM-ESM2-1","ssp245","ensembleMean","2061_2080",8,NA,146,1954,17098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,79,NA,NA,NA,NA,NA,NA,1938,120,NA,1988,219,20,NA,NA,NA,NA,NA,197,10181,30328,432,NA,NA,2,34,7406,780,NA,NA,NA,NA,107,15,NA,1,NA,NA,4576,1293,NA,NA,402,NA,NA,NA,NA,NA,500,37,NA,65,NA,NA,26,134,198,103,278,1844,NA,7,NA,193,47,NA,6154,15161,5367,10750,NA,NA,NA,2453,NA,NA,804,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,1055,NA,NA,NA,NA,14,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,45,NA,NA,NA,NA,5,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"CNRM-ESM2-1","ssp245","r1i1p1f2","2061_2080",44,NA,211,1189,15879,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,130,63,NA,NA,NA,NA,NA,NA,1909,107,NA,2090,318,47,NA,NA,NA,NA,NA,365,12073,34643,1437,NA,NA,14,1,7730,1620,NA,NA,NA,NA,34,11,NA,NA,NA,NA,6586,3423,NA,NA,6,NA,NA,NA,NA,NA,10,NA,NA,128,NA,NA,NA,219,119,102,264,2365,NA,30,NA,373,34,NA,4243,10833,5469,4509,NA,NA,NA,3250,NA,NA,838,NA,NA,560,NA,NA,126,NA,NA,NA,NA,NA,NA,2,1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,1338,NA,NA,5,NA,15,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,239,NA,316,NA,NA,NA,NA,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"CNRM-ESM2-1","ssp245","r2i1p1f2","2061_2080",8,NA,149,1419,9380,147,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,713,123,NA,1109,144,80,NA,NA,NA,NA,NA,NA,1398,6611,598,1,NA,15,121,7909,548,NA,NA,153,NA,247,1573,4,7,NA,NA,900,1004,NA,NA,4019,NA,NA,NA,NA,520,2181,896,NA,3762,NA,96,271,131,390,122,698,1929,NA,8,NA,6619,NA,NA,11011,26817,1241,25071,NA,NA,NA,1050,NA,NA,1112,NA,NA,884,NA,NA,NA,NA,NA,NA,31,27,42,NA,3358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,264,27,NA,4,NA,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"CNRM-ESM2-1","ssp245","r3i1p1f2","2061_2080",4,NA,176,1792,17628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,79,NA,NA,NA,NA,NA,NA,1802,98,NA,1477,124,NA,NA,NA,NA,NA,NA,1429,14566,22585,6,NA,NA,NA,36,6990,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5677,186,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,4,NA,NA,16,177,168,147,261,1733,NA,NA,NA,NA,87,NA,6649,20416,5918,8187,NA,NA,NA,105,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,1988,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,59,NA,40,NA,NA,NA,NA,15,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"EC-Earth3","ssp245","ensembleMean","2061_2080",NA,NA,28,772,11207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,278,69,NA,172,18,NA,NA,NA,NA,NA,NA,3742,1494,3617,NA,NA,NA,NA,NA,5491,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9723,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,NA,NA,NA,NA,NA,NA,181,239,110,1094,1684,NA,NA,NA,NA,1,NA,44987,4777,5797,4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,200,NA,NA,383,NA,NA,NA,744,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,30,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"EC-Earth3","ssp245","r15i1p1f1","2061_2080",1,NA,42,858,13540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,612,80,NA,271,30,NA,NA,NA,NA,NA,NA,3787,2086,3362,NA,NA,NA,NA,12,5763,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9378,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558,NA,NA,3,NA,NA,8,193,137,137,631,1676,NA,NA,NA,NA,NA,NA,43283,6395,5420,3998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1801,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,13,1,NA,83,NA,NA,NA,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,13,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"EC-Earth3","ssp245","r1i1p1f1","2061_2080",NA,NA,32,913,10175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,660,71,NA,288,14,NA,NA,NA,NA,NA,NA,4701,2811,8753,NA,NA,NA,NA,NA,4766,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16361,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,NA,NA,NA,33,146,72,91,822,1295,NA,NA,NA,NA,NA,NA,28931,6108,8240,5061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612,NA,NA,NA,NA,107,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,308,NA,NA,177,NA,NA,NA,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,151,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"EC-Earth3","ssp245","r4i1p1f1","2061_2080",NA,NA,29,874,9174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1,NA,NA,NA,NA,NA,NA,38,85,NA,178,31,NA,NA,NA,NA,NA,1,1484,320,585,NA,NA,NA,NA,40,6836,269,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,3613,NA,NA,NA,NA,NA,NA,NA,NA,39,4947,NA,NA,177,NA,NA,17,215,426,120,1737,1803,NA,15,NA,NA,NA,NA,40850,20993,3189,8573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,NA,NA,NA,NA,308,NA,10,NA,1,NA,NA,NA,NA,NA,NA,148,NA,NA,390,1,NA,380,NA,NA,NA,135,NA,NA,133,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"GFDL-ESM4","ssp245","ensembleMean","2061_2080",17,NA,189,1212,14388,5,NA,NA,NA,2,4,NA,9,NA,NA,28,1,34,36,NA,NA,NA,NA,NA,NA,1639,87,NA,2054,206,44,NA,NA,NA,NA,NA,40,6852,26217,1357,NA,NA,17,23,7973,1007,NA,NA,162,NA,278,336,8,4,NA,NA,1745,3848,NA,NA,5326,NA,NA,NA,NA,175,1426,138,NA,853,NA,57,145,91,140,126,215,1406,NA,19,NA,1808,NA,NA,7168,16166,3673,8678,NA,NA,NA,4072,NA,NA,1680,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,15,15,3,2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,291,NA,NA,NA,NA,27,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,356,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"GFDL-ESM4","ssp245","r1i1p1f1","2061_2080",38,NA,218,1645,19295,7,NA,NA,NA,1,1,NA,18,2,NA,82,NA,69,58,NA,NA,NA,NA,NA,NA,2135,88,NA,3084,300,75,NA,NA,NA,NA,NA,159,9643,32893,4263,NA,NA,36,12,8560,1368,NA,NA,52,NA,210,160,24,1,NA,NA,6203,4113,NA,NA,4922,NA,NA,NA,NA,17,505,89,NA,191,NA,3,62,47,78,92,119,1252,NA,7,NA,1697,NA,NA,2802,5491,4744,1995,22,NA,NA,4207,NA,NA,1425,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,9,2,6,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,265,NA,NA,NA,NA,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,92,NA,415,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"GFDL-ESM4","ssp245","r2i1p1f1","2061_2080",6,NA,194,1077,13249,7,NA,NA,NA,1,2,NA,8,NA,NA,50,10,14,13,NA,NA,NA,NA,NA,NA,1363,97,NA,1820,189,35,NA,NA,NA,NA,NA,74,5624,25183,1206,NA,NA,33,15,7421,1093,NA,NA,220,NA,238,370,6,5,NA,NA,2078,4726,NA,NA,4214,NA,NA,NA,NA,62,1188,18,NA,1099,NA,99,135,118,182,131,362,1791,NA,19,NA,2594,NA,NA,8158,18126,3551,9005,NA,NA,NA,3818,NA,NA,1822,NA,NA,194,NA,NA,NA,NA,NA,NA,8,62,16,2,2958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,560,NA,NA,NA,NA,43,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,NA,278,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"GFDL-ESM4","ssp245","r3i1p1f1","2061_2080",6,6,95,960,11356,9,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,35,44,NA,NA,NA,NA,NA,NA,1012,81,NA,1374,126,35,NA,NA,NA,NA,NA,NA,4117,17535,255,NA,NA,7,87,7573,477,NA,NA,170,NA,565,568,NA,5,NA,NA,698,1594,NA,NA,4628,NA,NA,NA,NA,950,2880,583,NA,1399,NA,80,243,115,221,105,359,1014,NA,16,NA,368,NA,NA,11554,23651,2234,17977,NA,NA,NA,1426,12,NA,1208,NA,NA,32,NA,NA,NA,NA,NA,NA,8,4,20,2,6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,NA,NA,NA,NA,13,NA,7,3,NA,NA,NA,NA,NA,NA,NA,53,NA,496,183,197,NA,8,NA,NA,NA,NA,NA,NA,103,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"GISS-E2-1-G","ssp245","ensembleMean","2061_2080",30,NA,280,1207,22557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,586,92,NA,NA,NA,NA,NA,NA,3322,179,NA,1224,224,32,NA,NA,NA,NA,NA,2707,6911,19029,247,NA,NA,NA,29,8726,1449,NA,NA,NA,NA,596,NA,NA,NA,NA,NA,10738,NA,NA,NA,174,NA,NA,NA,NA,NA,354,7,NA,52,NA,NA,NA,166,87,105,138,1397,21,NA,NA,74,72,NA,2527,20564,7622,4646,NA,NA,NA,3378,NA,NA,71,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161,595,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,251,NA,243,NA,NA,NA,NA,53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"GISS-E2-1-G","ssp245","r1i1p3f1","2061_2080",13,155,107,513,6618,207,NA,NA,NA,NA,12,NA,NA,NA,2,119,65,2,40,NA,NA,NA,NA,NA,NA,239,296,33,194,54,46,NA,NA,NA,NA,NA,NA,10,192,28,NA,NA,18,18,8832,481,NA,NA,1099,NA,4018,1652,5,NA,NA,NA,543,2401,NA,NA,5790,NA,NA,NA,NA,1631,2979,235,NA,4662,NA,46,51,87,1604,158,2285,785,9,89,NA,8760,NA,NA,12684,29538,3566,13818,174,NA,NA,1312,133,NA,514,NA,NA,7,NA,NA,NA,13,NA,NA,25,NA,271,8,6206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,18,9,NA,NA,NA,NA,NA,NA,NA,73,NA,117,506,503,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,43,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"GISS-E2-1-G","ssp245","r2i1p3f1","2061_2080",54,NA,710,567,24047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,546,69,NA,NA,NA,NA,NA,NA,4721,145,NA,2367,307,59,NA,NA,NA,NA,NA,4987,14776,22464,2,NA,NA,NA,NA,9094,2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22636,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,102,14,106,NA,193,92,NA,NA,NA,608,5,NA,752,12018,1,NA,NA,NA,1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,82,NA,NA,12,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,185,NA,323,NA,NA,NA,NA,100,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"GISS-E2-1-G","ssp245","r3i1p3f1","2061_2080",33,NA,160,1339,22008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,52,NA,NA,NA,NA,NA,NA,1617,112,NA,865,137,13,NA,NA,NA,NA,NA,2097,4493,15583,7,NA,NA,NA,30,7896,761,NA,NA,NA,NA,524,NA,NA,NA,NA,NA,4732,NA,NA,NA,NA,NA,NA,NA,NA,4,757,7,NA,20,NA,NA,NA,173,114,104,451,1381,2,NA,NA,3,128,NA,22419,16355,2671,9494,NA,NA,NA,265,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,2073,NA,NA,NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"MIROC6","ssp245","ensembleMean","2061_2080",67,51,328,806,22194,8,NA,NA,1,1,23,NA,NA,1,NA,109,2,30,43,NA,NA,NA,NA,NA,NA,3043,135,NA,1965,224,102,NA,NA,NA,NA,NA,126,1472,14205,3696,NA,NA,29,24,9941,1337,NA,NA,966,NA,5761,34,14,1,NA,NA,12861,2460,NA,NA,5511,NA,NA,NA,NA,506,1166,219,NA,357,NA,NA,6,45,124,86,69,134,14,10,NA,981,24,NA,1251,13347,7428,2696,282,NA,NA,7366,13,1,340,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,3,NA,2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,282,NA,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"MIROC6","ssp245","r1i1p1f1","2061_2080",36,NA,511,715,27968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1,32,50,NA,NA,NA,NA,NA,NA,2134,66,NA,2081,215,79,NA,NA,NA,NA,NA,5593,9337,27969,NA,NA,NA,1,9,9540,1733,NA,NA,2,NA,1346,NA,NA,NA,NA,NA,21749,NA,NA,NA,2,NA,NA,NA,NA,20,433,NA,NA,NA,NA,NA,NA,4,14,48,1,20,23,NA,NA,NA,210,NA,42,1332,7219,143,NA,NA,NA,4162,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,444,NA,524,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"MIROC6","ssp245","r2i1p1f1","2061_2080",64,475,26,156,6652,575,NA,NA,17,1,22,NA,NA,2,18,268,178,NA,20,NA,NA,NA,NA,20,NA,476,409,159,133,43,83,1,NA,NA,NA,NA,NA,2,1780,12,3,NA,77,11,8709,332,NA,NA,2250,NA,3755,2504,95,1,NA,NA,99,6591,NA,NA,10919,NA,NA,NA,NA,3277,2731,221,NA,4077,3,36,141,3,1061,136,971,452,22,195,NA,9477,NA,155,6015,23278,5873,6778,901,1585,NA,94,476,22,171,NA,NA,NA,11,NA,3711,1218,NA,NA,1,NA,228,33,3932,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,26,NA,NA,NA,NA,16,23,NA,477,NA,1,NA,NA,NA,19,NA,35,1406,1040,4,NA,33,NA,NA,NA,9,1,10,29,NA,74,18,3,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
116,"MIROC6","ssp245","r3i1p1f1","2061_2080",39,1,281,1999,24763,13,NA,NA,4,2,36,NA,1,1,NA,35,NA,12,4,NA,NA,NA,NA,NA,NA,2211,38,NA,2553,318,104,NA,NA,NA,NA,NA,166,3370,8060,5262,NA,NA,10,87,10384,1046,NA,NA,433,NA,2204,50,30,3,NA,NA,23959,3013,NA,NA,9019,NA,NA,NA,NA,211,1967,1518,NA,330,NA,NA,31,27,37,10,NA,5,NA,NA,NA,1023,519,NA,175,4639,3040,1883,803,NA,NA,8707,30,2,687,NA,NA,154,8,NA,NA,1,NA,NA,NA,NA,NA,NA,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,52,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"MPI-ESM1-2-HR","ssp245","ensembleMean","2061_2080",36,61,150,1424,13747,86,NA,NA,7,4,72,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,167,3,1892,200,122,NA,NA,NA,NA,NA,NA,876,15019,2463,NA,NA,53,86,9203,615,NA,NA,1205,NA,412,1492,22,10,NA,NA,661,4351,NA,NA,11450,NA,NA,NA,NA,1279,3020,886,NA,3759,NA,10,447,45,446,106,300,480,NA,13,NA,4354,NA,NA,4064,22363,2322,9826,118,NA,NA,1775,19,1,673,NA,NA,101,NA,NA,NA,341,NA,NA,NA,5,18,NA,2951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,NA,NA,NA,NA,NA,NA,NA,271,NA,53,10,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2061_2080",24,31,56,2165,7503,121,NA,NA,16,9,96,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,179,NA,1576,195,104,NA,NA,NA,NA,NA,NA,427,6968,1499,1,NA,68,92,8763,145,NA,NA,1105,NA,17,2308,149,17,NA,NA,246,6140,NA,NA,13984,NA,NA,NA,NA,1922,6897,1228,NA,6290,NA,43,1151,61,833,134,380,911,NA,1,NA,9679,NA,NA,3122,25374,1022,8170,269,NA,NA,789,60,NA,470,NA,NA,87,NA,NA,NA,279,NA,NA,1,23,1,NA,2418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,346,NA,21,468,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
