Retire,withsubtaxa,Source,BGC,SS_NoSpace,Special,SpecialCode
,,USA_2019,IDFdm_MT,IDFdm_MT/Ro,Lithic,
,,USA_2019,IDFdm_WA,IDFdm_WA/101,,
,,USA_2019,IDFdm_WA,IDFdm_WA/102,,
,,USA_2019,IDFdm_WA,IDFdm_WA/103,,
,,USA_2019,IDFdm_WA,IDFdm_WA/110,,
,,USA_2019,IDFdm_WA,IDFdm_WA/111,,
,,USA_2019,IDFdm_WA,IDFdm_WA/112,,
,,USA_2019,IDFdm_WA,IDFdm_WA/113,,
,,USA_2019,IDFdm_WA,IDFdm_WA/Ro,Lithic,
,,BECv12,IDFdm1,IDFdm1/101,,
,,BECv12,IDFdm1,IDFdm1/102,,
,,BECv12,IDFdm1,IDFdm1/103,Insolation,IN
,,BECv12,IDFdm1,IDFdm1/104,,
,,BECv12,IDFdm1,IDFdm1/110,,
,v,BECv12,IDFdm1,IDFdm1/110.1,,
,v,BECv12,IDFdm1,IDFdm1/110.2,,
,,BECv12,IDFdm1,IDFdm1/111,,
,,BECv12,IDFdm1,IDFdm1/112,Cold air influence,CA
,,BECv12,IDFdm1,IDFdm1/Fm01,Mid fluvial bench,Fm
,,BECv12,IDFdm1,IDFdm1/Fm05,Mid fluvial bench,Fm
,,BECv12,IDFdm1,IDFdm1/Ro,Lithic,
,,BECv11,IDFdm2,IDFdm2/101,,
,,BECv11,IDFdm2,IDFdm2/102,,
,,BECv11,IDFdm2,IDFdm2/103,,
,,BECv11,IDFdm2,IDFdm2/104,,
,,BECv11,IDFdm2,IDFdm2/110,,
,,BECv11,IDFdm2,IDFdm2/111,,
,s,BECv11,IDFdm2,IDFdm2/112,,
,p,BECv11,IDFdm2,IDFdm2/112a,Mid fluvial bench,Fh
,p,BECv11,IDFdm2,IDFdm2/112b,,
,,BECv11,IDFdm2,IDFdm2/Ro,Lithic,
,,BECv10,IDFdw,IDFdw/A1,,
,,BECv10,IDFdw,IDFdw/B2,,
,,BECv10,IDFdw,IDFdw/C4,,
,,BECv10,IDFdw,IDFdw/C5,,
,,BECv10,IDFdw,IDFdw/C6,,
,,BECv10,IDFdw,IDFdw/D5,,
,,BECv10,IDFdw,IDFdw/D6,,
,,BECv10,IDFdw/Ro,IDFdw/Ro,Lithic,
,,BECv10,IDFdw/Ro,IDFdw/wet,,
,,USA_2019,IDFdx_MT,IDFdx_MT/101,,
,,USA_2019,IDFdx_MT,IDFdx_MT/102,,
,,USA_2019,IDFdx_MT,IDFdx_MT/110,,
,,USA_2019,IDFdx_MT,IDFdx_MT/111,,
,,USA_2019,IDFdx_MT,IDFdx_MT/112,,
,,USA_2019,IDFdx_MT,IDFdx_MT/113,,
,,USA_2019,IDFdx_MT,IDFdx_MT/Gg,Insolation,IN2
,,USA_2019,IDFdx_MT,IDFdx_MT/Ro,Lithic,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/101,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/102,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/110,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/111,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/112,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/113,,
,,USA_2020,IDFdxx_WY,IDFdxx_WY/Gg,Insolation,IN2
,,USA_2019,IDFdxx_WY,IDFdxx_WY/Ro,Lithic,
,,BECv10,IDFmw2,IDFmw2/01,,
,,BECv10,IDFmw2,IDFmw2/02,,
,,BECv10,IDFmw2,IDFmw2/03,,
,,BECv10,IDFmw2,IDFmw2/04,,
,,BECv10,IDFmw2,IDFmw2/05,,
,,BECv10,IDFww,IDFww/01,,
,,BECv10,IDFww,IDFww/02,,
,,BECv10,IDFww,IDFww/03,,
,,BECv10,IDFww,IDFww/04,,
,,BECv10,IDFww,IDFww/05,,
,,BECv10,IDFww,IDFww/06,,
,,BECv10,IDFww,IDFww/07,,
,,BECv10,IDFww1,IDFww1/01,,
,,BECv10,IDFww1,IDFww1/02,,
,,BECv10,IDFww1,IDFww1/03,,
,,BECv10,IDFww1,IDFww1/04,,
,,BECv10,IDFww1,IDFww1/05,,
,,BECv10,IDFww1,IDFww1/06,,
,,BECv10,IDFww1,IDFww1/07,,
,,BECv10,IDFxc,IDFxc/01,,
,,BECv10,IDFxc,IDFxc/02,,
,,BECv10,IDFxc,IDFxc/03,,
,,BECv10,IDFxc,IDFxc/04,,
,,BECv10,IDFxc,IDFxc/05,,
,,BECv10,IDFxc,IDFxc/06,,
,,BECv10,IDFxc,IDFxc/07,,
,,BECv10,IDFxc,IDFxc/08,,
,,USA_2019,IDFxh_ID,IDFxh_ID/101,,
,,USA_2019,IDFxh_ID,IDFxh_ID/102,,
,,USA_2019,IDFxh_ID,IDFxh_ID/110,,
,,USA_2019,IDFxh_ID,IDFxh_ID/111,,
,,USA_2019,IDFxh_ID,IDFxh_ID/112,,
,,USA_2019,IDFxh_ID,IDFxh_ID/113,,
,,USA_2019,IDFxh_ID,IDFxh_ID/Gg,Insolation,IN2
,,USA_2019,IDFxh_ID,IDFxh_ID/Ro,Lithic,
,,USA_2019,IDFxh_WA,IDFxh_WA/101,,
,,USA_2019,IDFxh_WA,IDFxh_WA/102,,
,,USA_2019,IDFxh_WA,IDFxh_WA/103,,
,,USA_2019,IDFxh_WA,IDFxh_WA/110,,
,,USA_2019,IDFxh_WA,IDFxh_WA/111,,
,,USA_2019,IDFxh_WA,IDFxh_WA/112,,
,,USA_2019,IDFxh_WA,IDFxh_WA/113,,
,,USA_2019,IDFxh_WA,IDFxh_WA/Ro,Lithic,
,,BECv12,IDFxh1,IDFxh1/101,,
,,BECv12,IDFxh1,IDFxh1/102,,
,v,BECv12,IDFxh1,IDFxh1/102.1,,
,v,BECv12,IDFxh1,IDFxh1/102.2,,
,,BECv12,IDFxh1,IDFxh1/103,,
,,BECv12,IDFxh1,IDFxh1/104,Insolation,IN
,,BECv12,IDFxh1,IDFxh1/105,,
,,BECv12,IDFxh1,IDFxh1/106,,
,,BECv12,IDFxh1,IDFxh1/110,,
,,BECv12,IDFxh1,IDFxh1/111,,
,v,BECv12,IDFxh1,IDFxh1/111.1,,
,v,BECv12,IDFxh1,IDFxh1/111.2,,
,,BECv12,IDFxh1,IDFxh1/112,,
,,BECv12,IDFxh1,IDFxh1/Fm01,Mid fluvial bench,Fm
,,BECv12,IDFxh1,IDFxh1/Fm05,Mid fluvial bench,Fm
,,BECv10,IDFxh1,IDFxh1/Gg,Insolation,IN2
,,BECv12,IDFxh2,IDFxh2/101,,
,,BECv12,IDFxh2,IDFxh2/102,,
,,BECv12,IDFxh2,IDFxh2/103,Insolation,IN
,,BECv12,IDFxh2,IDFxh2/104,,
,,BECv12,IDFxh2,IDFxh2/110,Cool aspects,CAS
,,BECv12,IDFxh2,IDFxh2/111,,
,,BECv12,IDFxh2,IDFxh2/112,,
,,BECv12,IDFxh2,IDFxh2/113,,
,,BECv12,IDFxh2,IDFxh2/Fm01,Mid fluvial bench,Fm
,,BECv12,IDFxh2,IDFxh2/Fm02,Mid fluvial bench,Fm
,,BECv12,IDFxh2,IDFxh2/Fm05,Mid fluvial bench,Fm
,,BECv10,IDFxh2,IDFxh2/Gg,Insolation,IN2
,,BECv11,IDFxk,IDFxk/101,,
,s,BECv11,IDFxk,IDFxk/102,,
,p,BECv11,IDFxk,IDFxk/102a,,
,p,BECv11,IDFxk,IDFxk/102b,,
,,BECv11,IDFxk,IDFxk/103,,
,,BECv11,IDFxk,IDFxk/110,Cool aspects,CAS
,,BECv11,IDFxk,IDFxk/111,,
,,BECv11,IDFxk,IDFxk/112,Cold air influence,CA
,,BECv11,IDFxk,IDFxk/113,Cold air influence,CA
,,BECv11,IDFxk,IDFxk/Fm01,Mid fluvial bench,Fm
,,BECv11,IDFxk,IDFxk/Fm02,Mid fluvial bench,Fm
,,BECv11,IDFxk,IDFxk/Fm07,Mid fluvial bench,Fm
,,BECv11,IDFxk,IDFxk/Ro,Lithic,
,s,BECv10,IDFxm,IDFxm/01,,
,p,BECv10,IDFxm,IDFxm/01a,,
,p,BECv10,IDFxm,IDFxm/01b,Cold air influence,CA
,s,BECv10,IDFxm,IDFxm/02,,
,p,BECv10,IDFxm,IDFxm/02a,Insolation,IN
,p,BECv10,IDFxm,IDFxm/02b,,
,,BECv10,IDFxm,IDFxm/03,,
,,BECv10,IDFxm,IDFxm/04,Insolation,IN
,,BECv10,IDFxm,IDFxm/05,Cool aspects,CAS
,,BECv10,IDFxm,IDFxm/06,,
,,BECv10,IDFxm,IDFxm/07,,
,,BECv10,IDFxm,IDFxm/08,,
,,BECv10,IDFxm,IDFxm/09,,
,,BECv10,IDFxm,IDFxm/10,,
,,BECv10,IDFxm,IDFxm/Gg,Insolation,IN2
,,BECv10,IDFxm,IDFxm/Ro,Lithic,
,,USA_2019,IDFxm_CO,IDFxm_CO/101,,
,,USA_2019,IDFxm_CO,IDFxm_CO/102,,
,,USA_2019,IDFxm_CO,IDFxm_CO/110,,
,,USA_2019,IDFxm_CO,IDFxm_CO/111,,
,,USA_2019,IDFxm_CO,IDFxm_CO/112,,
,,USA_2019,IDFxm_CO,IDFxm_CO/113,,
,,USA_2019,IDFxm_CO,IDFxm_CO/Gg,Insolation,IN2
,,USA_2019,IDFxm_CO,IDFxm_CO/Ro,Lithic,
,,BECv10,IDFxw,IDFxw/01,,
,,BECv10,IDFxw,IDFxw/02,,
,,BECv10,IDFxw,IDFxw/03,Insolation,IN
,,BECv10,IDFxw,IDFxw/04,Insolation,IN
,,BECv10,IDFxw,IDFxw/05,Cool aspects,CAS
,,BECv10,IDFxw,IDFxw/06,,
,,BECv10,IDFxw,IDFxw/07,,
,,BECv10,IDFxw,IDFxw/Ro,Lithic,
,,USA_2019,IDFxx_MT,IDFxx_MT/101,,
,,USA_2019,IDFxx_MT,IDFxx_MT/110,,
,,USA_2019,IDFxx_MT,IDFxx_MT/111,,
,,USA_2019,IDFxx_MT,IDFxx_MT/112,,
,,USA_2019,IDFxx_MT,IDFxx_MT/113,,
,,USA_2019,IDFxx_MT,IDFxx_MT/Gg,Insolation,IN2
,,USA_2019,IDFxx_MT,IDFxx_MT/Ro,Lithic,
,,USA_2019,IDFxx_WA,IDFxx_WA/101,,
,,USA_2019,IDFxx_WA,IDFxx_WA/102,,
,,USA_2019,IDFxx_WA,IDFxx_WA/103,,
,,USA_2019,IDFxx_WA,IDFxx_WA/110,,
,,USA_2019,IDFxx_WA,IDFxx_WA/111,,
,,USA_2019,IDFxx_WA,IDFxx_WA/112,,
,,USA_2019,IDFxx_WA,IDFxx_WA/113,,
,,USA_2019,IDFxx_WA,IDFxx_WA/Ro,Lithic,
,,BECv12,IDFxx1,IDFxx1/101,,
,,BECv12,IDFxx1,IDFxx1/102,,
,,BECv12,IDFxx1,IDFxx1/103,,
,,BECv12,IDFxx1,IDFxx1/104,,
,,BECv12,IDFxx1,IDFxx1/110,,
,,BECv12,IDFxx1,IDFxx1/111,,
,,BECv12,IDFxx1,IDFxx1/Ro,Lithic,
,,BECv11,IDFxx2,IDFxx2/101,,
,,BECv11,IDFxx2,IDFxx2/102,,
,,BECv11,IDFxx2,IDFxx2/103,Insolation,IN
,,BECv11,IDFxx2,IDFxx2/104,,
,,BECv11,IDFxx2,IDFxx2/110,Cool aspects,CAS
,,BECv11,IDFxx2,IDFxx2/111,,
,s,BECv11,IDFxx2,IDFxx2/112,,
,p,BECv11,IDFxx2,IDFxx2/112a,High fluvial bench,Fh
,p,BECv11,IDFxx2,IDFxx2/112b,Cold air influence,CA
,,BECv11,IDFxx2,IDFxx2/Fm01,Mid fluvial bench,Fm
,,BECv11,IDFxx2,IDFxx2/Fm02,Mid fluvial bench,Fm
,,BECv11,IDFxx2,IDFxx2/Fm07,Mid fluvial bench,Fm
,,BECv11,IDFxx2,IDFxx2/Ro,Lithic,
,,USA_2019,IGFdk_WA,IGFdk_WA/101,,
,,USA_2019,IGFdk_WA,IGFdk_WA/102,,
,,USA_2019,IGFdk_WA,IGFdk_WA/103,,
,,USA_2019,IGFdk_WA,IGFdk_WA/110,,
,,USA_2019,IGFdk_WA,IGFdk_WA/111,,
,,USA_2019,IGFdk_WA,IGFdk_WA/112,,
,,USA_2019,IGFdk_WA,IGFdk_WA/113,,
,,USA_2019,IGFdk_WA,IGFdk_WA/Ro,Lithic,
,,USA_2019,IGFdw_OR,IGFdw_OR/101,,
,,USA_2019,IGFdw_OR,IGFdw_OR/102,,
,,USA_2019,IGFdw_OR,IGFdw_OR/103,,
,,USA_2019,IGFdw_OR,IGFdw_OR/110,,
,,USA_2019,IGFdw_OR,IGFdw_OR/111,,
,,USA_2019,IGFdw_OR,IGFdw_OR/112,,
,,USA_2019,IGFdw_OR,IGFdw_OR/113,,
,,USA_2019,IGFdw_OR,IGFdw_OR/Ro,Lithic,
,,USA_2020,IGFmh_OR,IGFmh_OR/101,,
,,USA_2020,IGFmh_OR,IGFmh_OR/102,,
,,USA_2020,IGFmh_OR,IGFmh_OR/103,,
,,USA_2020,IGFmh_OR,IGFmh_OR/110,,
,,USA_2020,IGFmh_OR,IGFmh_OR/111,,
,,USA_2020,IGFmh_OR,IGFmh_OR/112,,
,,USA_2020,IGFmh_OR,IGFmh_OR/113,,
,,USA_2019,IGFmh_OR,IGFmh_OR/Ro,Lithic,
,,USA_2019,IGFmm_OR,IGFmm_OR/101,,
,,USA_2019,IGFmm_OR,IGFmm_OR/102,,
,,USA_2019,IGFmm_OR,IGFmm_OR/103,,
,,USA_2019,IGFmm_OR,IGFmm_OR/110,,
,,USA_2019,IGFmm_OR,IGFmm_OR/111,,
,,USA_2019,IGFmm_OR,IGFmm_OR/112,,
,,USA_2019,IGFmm_OR,IGFmm_OR/113,,
,,USA_2019,IGFmm_OR,IGFmm_OR/Ro,Lithic,
,,USA_2020,IGFxm_OR,IGFxm_OR/101,,
,,USA_2020,IGFxm_OR,IGFxm_OR/102,,
,,USA_2020,IGFxm_OR,IGFxm_OR/110,,
,,USA_2020,IGFxm_OR,IGFxm_OR/111,,
,,USA_2020,IGFxm_OR,IGFxm_OR/112,,
,,USA_2020,IGFxm_OR,IGFxm_OR/113,,
,,USA_2020,IGFxm_OR,IGFxm_OR/Gg,Insolation,IN2
,,USA_2019,IGFxm_OR,IGFxm_OR/Ro,Lithic,
,,AB_2018,IMAab,IMAab/00,,
,,BECv10,IMAun,IMAun/00,,
,,USA_2019,IMAun_CO,IMAun_CO/00,,
,,USA_2019,IMAun_ID,IMAun_ID/00,,
,,USA_2019,IMAun_MT,IMAun_MT/00,,
,,USA_2019,IMAun_OR,IMAun_OR/00,,
,,USA_2019,IMAun_WA,IMAun_WA/00,,
,,USA_2019,IMAun_WY,IMAun_WY/00,,
,,BECv10,IMAunp,IMAunp/00,,
,,USA_2020,IWFdm,IWFdm_CO/Gg,Insolation,IN2
,,USA_2019,IWFdm_CO,IWFdm_CO/101,,
,,USA_2019,IWFdm_CO,IWFdm_CO/102,,
,,USA_2019,IWFdm_CO,IWFdm_CO/103,,
,,USA_2019,IWFdm_CO,IWFdm_CO/110,,
,,USA_2019,IWFdm_CO,IWFdm_CO/111,,
,,USA_2019,IWFdm_CO,IWFdm_CO/113,,
,,USA_2019,IWFdm_CO,IWFdm_CO/Ro,Lithic,
,,USA_2019,IWFdw_OR,IWFdw_OR/101,,
,,USA_2019,IWFdw_OR,IWFdw_OR/102,,
,,USA_2019,IWFdw_OR,IWFdw_OR/103,,
,,USA_2019,IWFdw_OR,IWFdw_OR/110,,
,,USA_2019,IWFdw_OR,IWFdw_OR/111,,
,,USA_2019,IWFdw_OR,IWFdw_OR/112,,
,,USA_2019,IWFdw_OR,IWFdw_OR/113,,
,,USA_2019,IWFdw_OR,IWFdw_OR/Ro,Lithic,
,,USA_2019,IWFxk_NV,IWFxk_NV/101,,
,,USA_2019,IWFxk_NV,IWFxk_NV/102,,
,,USA_2019,IWFxk_NV,IWFxk_NV/103,,
,,USA_2019,IWFxk_NV,IWFxk_NV/110,,
,,USA_2019,IWFxk_NV,IWFxk_NV/111,,
,,USA_2019,IWFxk_NV,IWFxk_NV/Ro,Lithic,
,,USA_2019,IWFxm_CA,IWFxm_CA/101,,
,,USA_2019,IWFxm_CA,IWFxm_CA/102,,
,,USA_2019,IWFxm_CA,IWFxm_CA/103,,
,,USA_2019,IWFxm_CA,IWFxm_CA/110,,
,,USA_2019,IWFxm_CA,IWFxm_CA/111,,
,,USA_2019,IWFxm_CA,IWFxm_CA/112,,
,,USA_2019,IWFxm_CA,IWFxm_CA/Ro,Lithic,
,,USA_2019,JPWdm_WY,JPWdm_WY/101,,
,,USA_2019,JPWdm_WY,JPWdm_WY/110,,
,,USA_2019,JPWdm_WY,JPWdm_WY/111,,
,,USA_2019,JPWdm_WY,JPWdm_WY/113,,
,,USA_2019,JPWdm_WY,JPWdm_WY/Gg,Insolation,IN2
,,USA_2019,JPWdm_WY,JPWdm_WY/Ro,Lithic,
,,USA_2019,JPWdw_UT,JPWdw_UT/101,,
,,USA_2019,JPWdw_UT,JPWdw_UT/103,,
,,USA_2019,JPWdw_UT,JPWdw_UT/110,,
,,USA_2019,JPWdw_UT,JPWdw_UT/111,,
,,USA_2019,JPWdw_UT,JPWdw_UT/113,,
,,USA_2019,JPWdw_UT,JPWdw_UT/Gg,Insolation,IN2
,,USA_2019,JPWdw_UT,JPWdw_UT/Ro,Lithic,
,,USA_2019,JPWmk_WY,JPWmk_WY/101,,
,,USA_2019,JPWmk_WY,JPWmk_WY/103,,
,,USA_2019,JPWmk_WY,JPWmk_WY/110,,
,,USA_2019,JPWmk_WY,JPWmk_WY/111,,
,,USA_2019,JPWmk_WY,JPWmk_WY/113,,
,,USA_2019,JPWmk_WY,JPWmk_WY/Gg,Insolation,IN2
,,USA_2019,JPWmk_WY,JPWmk_WY/Ro,Lithic,
,,USA_2019,JPWwm_CO,JPWwm_CO/101,,
,,USA_2019,JPWwm_CO,JPWwm_CO/103,,
,,USA_2019,JPWwm_CO,JPWwm_CO/110,,
,,USA_2019,JPWwm_CO,JPWwm_CO/111,,
,,USA_2019,JPWwm_CO,JPWwm_CO/113,,
,,USA_2019,JPWwm_CO,JPWwm_CO/Gg,Insolation,IN2
,,USA_2019,JPWwm_CO,JPWwm_CO/Ro,Lithic,
,,USA_2019,JPWxh_CA,JPWxh_CA/101,,
,,USA_2019,JPWxh_CA,JPWxh_CA/103,,
,,USA_2019,JPWxh_CA,JPWxh_CA/110,,
,,USA_2019,JPWxh_CA,JPWxh_CA/111,,
,,USA_2019,JPWxh_CA,JPWxh_CA/Gg,Insolation,IN2
,,USA_2019,JPWxh_CA,JPWxh_CA/Ro,Lithic,
,,USA_2019,JPWxw_NV,JPWxw_NV/101,,
,,USA_2019,JPWxw_NV,JPWxw_NV/103,,
,,USA_2019,JPWxw_NV,JPWxw_NV/110,,
,,USA_2019,JPWxw_NV,JPWxw_NV/111,,
,,USA_2019,JPWxw_NV,JPWxw_NV/113,,
,,USA_2019,JPWxw_NV,JPWxw_NV/Gg,Insolation,IN2
,,USA_2019,JPWxw_NV,JPWxw_NV/Ro,Lithic,
,,USA_2019,MDCHun_NV,MDCHun_NV/110,,
,,USA_2020,MDCHun_NV,MDCHun_NV/Gs,Insolation,IN2
,,USA_2019,MDCHun_NV,MDCHun_NV/Ro,Lithic,
,,AB_2018,MGPdm,MGPdm/00,,
,,AB_2018,MGPmg,MGPmg/00,,
,,USA_2019,MGPmw_MT,MGPmw_MT/110,,
,,USA_2019,MGPmw_MT,MGPmw_MT/111,,
,,USA_2019,MGPmw_MT,MGPmw_MT/Gg,Insolation,IN2
,,USA_2019,MGPmw_MT,MGPmw_MT/Ro,Lithic,
,,USA_2019,MHdm_OR,MHdm_OR/101,,
,,USA_2019,MHdm_OR,MHdm_OR/102,,
,,USA_2019,MHdm_OR,MHdm_OR/103,,
,,USA_2019,MHdm_OR,MHdm_OR/110,,
,,USA_2019,MHdm_OR,MHdm_OR/111,,
,,USA_2019,MHdm_OR,MHdm_OR/112,,
,,USA_2019,MHdm_OR,MHdm_OR/113,,
,,USA_2019,MHdm_OR,MHdm_OR/Ro,Lithic,
,,USA_2020,MHdmp_OR,MHdmp_OR/00,,
,,USA_2019,MHds_OR,MHds_OR/101,,
,,USA_2019,MHds_OR,MHds_OR/102,,
,,USA_2019,MHds_OR,MHds_OR/103,,
,,USA_2019,MHds_OR,MHds_OR/110,,
,,USA_2019,MHds_OR,MHds_OR/111,,
,,USA_2019,MHds_OR,MHds_OR/112,,
,,USA_2019,MHds_OR,MHds_OR/113,,
,,USA_2019,MHds_OR,MHds_OR/Ro,Lithic,
,,USA_2020,MHds_WA,MHds_WA/101,,
,,USA_2020,MHds_WA,MHds_WA/102,,
,,USA_2020,MHds_WA,MHds_WA/103,,
,,USA_2020,MHds_WA,MHds_WA/110,,
,,USA_2020,MHds_WA,MHds_WA/111,,
,,USA_2020,MHds_WA,MHds_WA/112,,
,,USA_2020,MHds_WA,MHds_WA/113,,
,,USA_2019,MHds_WA,MHds_WA/Ro,Lithic,
,,USA_2019,MHmm_WA,MHmm_WA/101,,
,,USA_2019,MHmm_WA,MHmm_WA/102,,
,,USA_2019,MHmm_WA,MHmm_WA/110,,
,,USA_2019,MHmm_WA,MHmm_WA/111,,
,,USA_2019,MHmm_WA,MHmm_WA/112,,
,,USA_2019,MHmm_WA,MHmm_WA/113,,
,,USA_2019,MHmm_WA,MHmm_WA/Ro,Lithic,
,,BECv10,MHmm1,MHmm1/01,,
,,BECv10,MHmm1,MHmm1/02,,
,,BECv10,MHmm1,MHmm1/03,,
,,BECv10,MHmm1,MHmm1/04,,
,,BECv10,MHmm1,MHmm1/05,,
,,BECv10,MHmm1,MHmm1/06,,
,,BECv10,MHmm1,MHmm1/07,,
,,BECv10,MHmm1,MHmm1/08,,
,,BECv10,MHmm1,MHmm1/09,,
,,BECv10,MHmm2,MHmm2/01,,
,,BECv10,MHmm2,MHmm2/02,,
,,BECv10,MHmm2,MHmm2/03,,
,,BECv10,MHmm2,MHmm2/04,,
,,BECv10,MHmm2,MHmm2/05,,
,,BECv10,MHmm2,MHmm2/06,,
,,BECv10,MHmm2,MHmm2/07,,
,,BECv10,MHmm2,MHmm2/08,,
,,BECv10,MHmm2,MHmm2/09,,
,,BECv10,MHmmp,MHmmp/h,,
,,BECv10,MHmmp,MHmmp/m,,
,,BECv10,MHmmp,MHmmp/x,,
,,USA_2019,MHmmp_WA,MHmmp_WA/00,,
,,USA_2019,MHms_WA,MHms_WA/101,,
,,USA_2019,MHms_WA,MHms_WA/102,,
,,USA_2019,MHms_WA,MHms_WA/103,,
,,USA_2019,MHms_WA,MHms_WA/110,,
,,USA_2019,MHms_WA,MHms_WA/111,,
,,USA_2019,MHms_WA,MHms_WA/112,,
,,USA_2019,MHms_WA,MHms_WA/113,,
,,USA_2019,MHms_WA,MHms_WA/Ro,Lithic,
,,USA_2019,MHmsp_WA,MHmsp_WA/00,,
,,USA_2019,MHRFdm_OR,MHRFdm_OR/101,,
,,USA_2019,MHRFdm_OR,MHRFdm_OR/102,,
,,USA_2019,MHRFdm_OR,MHRFdm_OR/110,,
,,USA_2019,MHRFdm_OR,MHRFdm_OR/Ro,Lithic,
,,USA_2020,MHRFdmp_OR,MHRFdmp_OR/00,,
,,USA_2019,MHRFdmp_OR,MHRFdmp_OR/Ro,Lithic,
,,USA_2019,MHRFds_CA,MHRFds_CA/101,,
,,USA_2019,MHRFds_CA,MHRFds_CA/102,,
,,USA_2019,MHRFds_CA,MHRFds_CA/110,,
,,USA_2019,MHRFds_CA,MHRFds_CA/Ro,Lithic,
,,USA_2019,MHRFdsp_CA,MHRFdsp_CA/00,,
,,USA_2019,MHRFdsp_CA,MHRFdsp_CA/Ro,Lithic,
,,USA_2019,MHRFmm_OR,MHRFmm_OR/101,,
,,USA_2019,MHRFmm_OR,MHRFmm_OR/102,,
,,USA_2019,MHRFmm_OR,MHRFmm_OR/110,,
,,USA_2019,MHRFmm_OR,MHRFmm_OR/Ro,Lithic,
,,USA_2019,MHRFmmp_OR,MHRFmmp_OR/00,,
,,USA_2019,MHRFmmp_OR,MHRFmmp_OR/Ro,Lithic,
,,BECv10,MHun,MHun/h,,
,,BECv10,MHun,MHun/m,,
,,BECv10,MHun,MHun/x,,
,,BECv10,MHunp,MHunp/00,,
,s,BECv10,MHwh,MHwh/101,,
,p,BECv10,MHwh,MHwh/101a,,
,p,BECv10,MHwh,MHwh/101b,,
,p,BECv10,MHwh,MHwh/101c,,
,,BECv10,MHwh,MHwh/102,,
,,BECv10,MHwh,MHwh/110,,
,,BECv10,MHwh,MHwh/111,,
,,BECv10,MHwh,MHwh/Wb53,,
,,BECv10,MHwh1,MHwh1/01,,
,,BECv10,MHwh1,MHwh1/02,,
,,BECv10,MHwh1,MHwh1/03,,
,,BECv10,MHwh1,MHwh1/04,,
,,BECv10,MHwh1,MHwh1/05,,
,,BECv10,MHwh1,MHwh1/06,,
,,BECv10,MHwh1,MHwh1/07,,
,,BECv10,MHwh1,MHwh1/08,,
,,BECv10,MHwh1,MHwh1/09,,
,,BECv10,MHwhp,MHwhp/00,,
,,USA_2020,MMMdk_NV,MMMdk_NV/101,,
,,USA_2020,MMMdk_NV,MMMdk_NV/102,,
,,USA_2020,MMMdk_NV,MMMdk_NV/103,,
,,USA_2020,MMMdk_NV,MMMdk_NV/110,,
,,USA_2020,MMMdk_NV,MMMdk_NV/111,,
,,ABv12,MSabN,MSabN/a,,
,,ABv12,MSabN,MSabN/b,,
,,ABv12,MSabN,MSabN/c,,
,,ABv12,MSabN,MSabN/d,,
,,ABv12,MSabN,MSabN/f,,
,,ABv12,MSabN,MSabN/g,,
,,ABv12,MSabN,MSabN/Ro,Lithic,
,,ABv12,MSabS,MSabS/a,,
,,ABv12,MSabS,MSabS/b,,
,,ABv12,MSabS,MSabS/c,,
,,ABv12,MSabS,MSabS/d,,
,,ABv12,MSabS,MSabS/f,,
,,ABv12,MSabS,MSabS/g,,
,,ABv12,MSabS,MSabS/Ro,Lithic,
,,BECv10,MSdc1,MSdc1/01,,
,,BECv10,MSdc1,MSdc1/02,,
,,BECv10,MSdc1,MSdc1/03,,
,,BECv10,MSdc1,MSdc1/04,,
,,BECv10,MSdc1,MSdc1/05,,
,,BECv10,MSdc2,MSdc2/01,,
,,BECv10,MSdc2,MSdc2/02,,
,,BECv10,MSdc2,MSdc2/03,Insolation,IN
,,BECv10,MSdc2,MSdc2/04,,
,,BECv10,MSdc2,MSdc2/05,Cold air influence,CA
,,BECv10,MSdc2,MSdc2/06,,
,,BECv10,MSdc2,MSdc2/07,,
,,BECv10,MSdc2,MSdc2/08,,
,,BECv10,MSdc3,MSdc3/01,,
,,BECv10,MSdc3,MSdc3/02,,
,,BECv10,MSdc3,MSdc3/03,,
,,BECv10,MSdc3,MSdc3/04,,
,,BECv10,MSdc3,MSdc3/05,,
,,BECv10,MSdc3,MSdc3/06,,
,,BECv10,MSdc3,MSdc3/07,,
,,BECv10,MSdc3,MSdc3/08,,
,,USA_2020,MSdh_MT,MSdh_MT/101,,
,,USA_2020,MSdh_MT,MSdh_MT/102,,
,,USA_2020,MSdh_MT,MSdh_MT/103,,
,,USA_2020,MSdh_MT,MSdh_MT/110,,
,,USA_2020,MSdh_MT,MSdh_MT/111,,
,,USA_2020,MSdh_MT,MSdh_MT/112,,
,,USA_2020,MSdh_MT,MSdh_MT/113,,
,,USA_2019,MSdh_MT,MSdh_MT/Ro,Lithic,
,,USA_2019,MSdh_UT,MSdh_UT/101,,
,,USA_2019,MSdh_UT,MSdh_UT/102,,
,,USA_2019,MSdh_UT,MSdh_UT/103,,
,,USA_2019,MSdh_UT,MSdh_UT/110,,
