Region,ZoneSubzone,SS_NoSpace,Species,Suitability,PreferredAcceptable,Standard,FN1,FN2,FN3,FN4,FN5
Kamloops,IDFxh1a,IDFxh1a/93,NS,1,P,1356.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/94,NS,1,P,1357.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/94,NS,1,P,1358.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/92,NS,1,P,1359.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/95,NS,1,P,1360.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/92,NS,1,P,1361.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/95,NS,1,P,1362.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/96,NS,1,P,1363.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/96,NS,1,P,1364.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/96,NS,1,P,1365.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/96,NS,1,P,1366.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/97,NS,1,P,1367.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/97,NS,1,P,1368.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/95,NS,1,P,1369.9,,,,,
Nelson,IDFxh1,IDFxh1/09,NS,1,P,1370.9,,,,,
Nelson,IDFdm2,IDFdm2/06,NS,1,P,1371.9,,,,,
Nelson,IDFdm2,IDFdm2/06,NS,1,P,1372.9,,,,,
Kamloops,IDFxh1,IDFxh1/09,NS,1,P,1373.9,,,,,
Kamloops,ICHmw3,ICHmw3/09,NS,1,P,1374.9,,,,,
Kamloops,IDFxh1,IDFxh1/09,NS,1,P,1375.9,,,,,
Kamloops,ICHmw2,ICHmw2/08,NS,1,P,1376.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/93,NS,1,P,1377.9,,,,,
Nelson,IDFxh1,IDFxh1/09,NS,1,P,1378.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/91,NS,1,P,1379.9,,,,,
Nelson,IDFxh1,IDFxh1/09,NS,1,P,1380.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/91,NS,1,P,1381.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/91,NS,1,P,1382.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/91,NS,1,P,1383.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/91,NS,1,P,1384.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/92,NS,1,P,1385.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/92,NS,1,P,1386.9,,,,,
Nelson,IDFxh1,IDFxh1/09,NS,1,P,1387.9,,,,,
Pr Rupert,MHmm2,MHmm2/31,NS,1,P,1388.9,,,,,
Pr Rupert,MHmm1,MHmm1/31,NS,1,P,1389.9,,,,,
Pr Rupert,MHmm1,MHmm1/51,NS,1,P,1390.9,,,,,
Pr Rupert,MHmm1,MHmm1/51,NS,1,P,1391.9,,,,,
Pr Rupert,MHmm1,MHmm1/51,NS,1,P,1392.9,,,,,
Pr Rupert,MHmm1,MHmm1/51,NS,1,P,1393.9,,,,,
Pr Rupert,MHmm2,MHmm2/31,NS,1,P,1394.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/97,NS,1,P,1395.9,,,,,
Pr Rupert,MHmm2,MHmm2/31,NS,1,P,1396.9,,,,,
Pr Rupert,MHmm1,MHmm1/31,NS,1,P,1397.9,,,,,
Pr Rupert,MHmm2,MHmm2/51,NS,1,P,1398.9,,,,,
Pr Rupert,MHmm2,MHmm2/51,NS,1,P,1399.9,,,,,
Pr Rupert,MHmm2,MHmm2/51,NS,1,P,1400.9,,,,,
Pr Rupert,MHmm2,MHmm2/51,NS,1,P,1401.9,,,,,
Pr Rupert,MHwh1,MHwh1/31,NS,1,P,1402.9,,,,,
Pr Rupert,MHwh1,MHwh1/31,NS,1,P,1403.9,,,,,
Pr Rupert,MHwh1,MHwh1/31,NS,1,P,1404.9,,,,,
Pr Rupert,MHmm2,MHmm2/31,NS,1,P,1405.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/93,NS,1,P,1406.9,,,,,
Kamloops,IDFxh1,IDFxh1/09,NS,1,P,1407.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/91,NS,1,P,1408.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/91,NS,1,P,1409.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/91,NS,1,P,1410.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/92,NS,1,P,1411.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/92,NS,1,P,1412.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/92,NS,1,P,1413.9,,,,,
Pr Rupert,MHmm1,MHmm1/31,NS,1,P,1414.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/93,NS,1,P,1415.9,,,,,
Pr Rupert,MHmm1,MHmm1/31,NS,1,P,1416.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/93,NS,1,P,1417.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/93,NS,1,P,1418.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/94,NS,1,P,1419.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/94,NS,1,P,1420.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/94,NS,1,P,1421.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/94,NS,1,P,1422.9,,,,,
Kamloops,IDFxh1a,IDFxh1a/97,NS,1,P,1423.9,,,,,
Kamloops,IDFxh2a,IDFxh2a/92,NS,1,P,1424.9,,,,,
Pr George,ICHwk1,ICHwk1/09,NS,1,P,1425.9,,,,,
Kamloops,IDFdk1,IDFdk1/07,NS,1,P,1426.9,,,,,
Nelson,ICHwk1,ICHwk1/02,NS,1,P,1427.9,,,,,
Nelson,ICHwk1,ICHwk1/09,NS,1,P,1428.9,,,,,
Nelson,ICHwk1,ICHwk1/09,NS,1,P,1429.9,,,,,
Nelson,ICHwk1,ICHwk1/09,NS,1,P,1430.9,,,,,
Nelson,ICHwk1,ICHwk1/09,NS,1,P,1431.9,,,,,
Pr George,ICHwk1,ICHwk1/02,NS,1,P,1432.9,,,,,
Pr George,ICHwk1,ICHwk1/02,NS,1,P,1433.9,,,,,
Nelson,ICHwk1,ICHwk1/02,NS,1,P,1434.9,,,,,
Pr George,ICHwk1,ICHwk1/02,NS,1,P,1435.9,,,,,
Nelson,ICHwk1,ICHwk1/02,NS,1,P,1436.9,,,,,
Pr George,ICHwk1,ICHwk1/09,NS,1,P,1437.9,,,,,
Pr George,ICHwk1,ICHwk1/09,NS,1,P,1438.9,,,,,
Pr George,ICHwk1,ICHwk1/09,NS,1,P,1439.9,,,,,
Cariboo,IDFdk1,IDFdk1/07,NS,1,P,1440.9,,,,,
Cariboo,IDFdk1,IDFdk1/07,NS,1,P,1441.9,,,,,
Cariboo,IDFdk1,IDFdk1/07,NS,1,P,1442.9,,,,,
Cariboo,IDFdk1,IDFdk1/07,NS,1,P,1443.9,,,,,
Kamloops,IDFdk1,IDFdk1/07,NS,1,P,1444.9,,,,,
Kamloops,IDFxh1,IDFxh1/09,NS,1,P,1445.9,,,,,
Pr George,ICHwk1,ICHwk1/02,NS,1,P,1446.9,,,,,
Pr Rupert,ICHwc,ICHwc/31,NS,1,P,1447.9,,,,,
Nelson,ICHmw3,ICHmw3/09,NS,1,P,1448.9,,,,,
Nelson,ICHmw3,ICHmw3/09,NS,1,P,1449.9,,,,,
Nelson,ICHmw3,ICHmw3/09,NS,1,P,1450.9,,,,,
Nelson,ICHmw3,ICHmw3/09,NS,1,P,1451.9,,,,,
Pr Rupert,ICHvc,ICHvc/31,NS,1,P,1452.9,,,,,
Pr Rupert,ICHvc,ICHvc/31,NS,1,P,1453.9,,,,,
Pr Rupert,ICHvc,ICHvc/31,NS,1,P,1454.9,,,,,
Pr Rupert,ICHvc,ICHvc/31,NS,1,P,1455.9,,,,,
Nelson,ICHwk1,ICHwk1/02,NS,1,P,1456.9,,,,,
Pr Rupert,ICHwc,ICHwc/31,NS,1,P,1457.9,,,,,
Kamloops,IDFdk1,IDFdk1/07,NS,1,P,1458.9,,,,,
Pr Rupert,ICHwc,ICHwc/31,NS,1,P,1459.9,,,,,
Pr Rupert,ICHwc,ICHwc/32,NS,1,P,1460.9,,,,,
Pr Rupert,ICHwc,ICHwc/32,NS,1,P,1461.9,,,,,
Pr Rupert,ICHwc,ICHwc/32,NS,1,P,1462.9,,,,,
Pr Rupert,ICHwc,ICHwc/32,NS,1,P,1463.9,,,,,
Kamloops,ICHwk1,ICHwk1/08,NS,1,P,1464.9,,,,,
Kamloops,ICHwk1,ICHwk1/08,NS,1,P,1465.9,,,,,
Kamloops,ICHwk1,ICHwk1/08,NS,1,P,1466.9,,,,,
Kamloops,ICHwk1,ICHwk1/08,NS,1,P,1467.9,,,,,
Pr Rupert,ICHwc,ICHwc/31,NS,1,P,1468.9,,,,,
Nelson,IDFdm1,IDFdm1/02,NS,1,P,1469.9,,,,,
Nelson,IDFdm2,IDFdm2/06,NS,1,P,1470.9,,,,,
Kamloops,IDFdk2,IDFdk2/08,NS,1,P,1471.9,,,,,
Kamloops,IDFdk2,IDFdk2/08,NS,1,P,1472.9,,,,,
Kamloops,IDFdk2,IDFdk2/08,NS,1,P,1473.9,,,,,
Kamloops,IDFdk2,IDFdk2/08,NS,1,P,1474.9,,,,,
Kamloops,IDFdm1,IDFdm1/02,NS,1,P,1475.9,,,,,
Kamloops,IDFdm1,IDFdm1/02,NS,1,P,1476.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/93,NS,1,P,1477.9,,,,,
Kamloops,IDFdm1,IDFdm1/02,NS,1,P,1478.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/92,NS,1,P,1479.9,,,,,
Nelson,IDFdm1,IDFdm1/02,NS,1,P,1480.9,,,,,
Nelson,IDFdm1,IDFdm1/02,NS,1,P,1481.9,,,,,
Nelson,IDFdm1,IDFdm1/02,NS,1,P,1482.9,,,,,
Nelson,IDFdm2,IDFdm2/02,NS,1,P,1483.9,,,,,
Nelson,IDFdm2,IDFdm2/02,NS,1,P,1484.9,,,,,
Nelson,IDFdm2,IDFdm2/02,NS,1,P,1485.9,,,,,
Nelson,IDFdm2,IDFdm2/02,NS,1,P,1486.9,,,,,
Kamloops,IDFdm1,IDFdm1/02,NS,1,P,1487.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/91,NS,1,P,1488.9,,,,,
Kamloops,IDFdk1,IDFdk1/07,NS,1,P,1489.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/91,NS,1,P,1490.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/91,NS,1,P,1491.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/93,NS,1,P,1492.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/91,NS,1,P,1493.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/93,NS,1,P,1494.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/93,NS,1,P,1495.9,,,,,
Kamloops,IDFdk1a,IDFdk1a/92,NS,1,X,1496.9,,,,,
Kamloops,BGxh1,BGxh1/07,Pl,1,X,1497.9,1,23,,,
Kamloops,ESSFdc2,ESSFdc2/02,Pl,1,P,1498.9,52,,,,
Cariboo,ESSFdc2,ESSFdc2/02,Pl,1,P,1499.9,52,,,,
Kamloops,BGxh1,BGxh1/07,Py,2,P,1500.9,1,,,,
Kamloops,BGxw1,BGxw1/03,Py,2,P,1501.9,27,,,,
Kamloops,BGxh1,BGxh1/04,Py,1,X,1502.9,27,,,,
Kamloops,BGxh2,BGxh2/07,Py,2,P,1503.9,1,,,,
Kamloops,BGxh1,BGxh1/06,Py,1,X,1504.9,,,,,
Kamloops,BGxw1,BGxw1/05,Py,2,P,1505.9,27,,,,
Kamloops,BGxh2,BGxh2/04,Py,2,P,1506.9,27,,,,
Kamloops,BGxh2,BGxh2/03,Py,2,P,1507.9,27,,,,
Kamloops,BGxh1,BGxh1/05,Py,1,X,1508.9,27,,,,
Cariboo,ESSFdc2,ESSFdc2/02,Se,3,A,1509.9,,,,,
Kamloops,ESSFdc2,ESSFdc2/02,Se,3,A,1510.9,,,,,
Kamloops,BGxh1,BGxh1/07,Sx,1,X,1511.9,1,,,,
Kamloops,BGxh2,BGxh2/07,Sx,3,A,1512.9,1,,,,
Kamloops,ESSFxc,ESSFxc/10,NS,1,P,1513.9,,,,,
Nelson,PPdh2,PPdh2/04,Sx,2,X,1513.9,,,,,
Kamloops,ESSFxc,ESSFxc/04,NS,1,P,1514.9,,,,,
Kamloops,ESSFxc,ESSFxc/04,NS,2,P,1515.9,,,,,
Kamloops,ESSFxc,ESSFxc/04,NS,3,P,1516.9,,,,,
Kamloops,ESSFxc,ESSFxc/09,NS,1,P,1517.9,,,,,
Kamloops,ESSFxc,ESSFxc/09,NS,1,P,1518.9,,,,,
Kamloops,ESSFxc,ESSFxc/09,NS,2,P,1519.9,,,,,
Kamloops,ESSFxc,ESSFxc/04,NS,1,P,1520.9,,,,,
Kamloops,ESSFxc,ESSFxc/10,NS,1,P,1521.9,,,,,
Kamloops,ESSFxc,ESSFxc/03,NS,1,P,1522.9,,,,,
Kamloops,ESSFxc,ESSFxc/10,NS,2,P,1523.9,,,,,
Kamloops,ESSFxc,ESSFxc/10,NS,3,P,1524.9,,,,,
Kamloops,ESSFxc,ESSFxc/09,NS,3,P,1525.9,,,,,
Kamloops,ESSFxc,ESSFxc/03,NS,3,P,1526.9,,,,,
Vancouver,CWHvh3,CWHvh3/113,Dr,3,X,1527.9,901,,,,
Kamloops,ESSFxc,ESSFxc/03,NS,1,P,1528.9,,,,,
Kamloops,MSxk,MSxk/03,NS,2,P,1529.9,,,,,
Kamloops,ESSFwc1,ESSFwc1/05,NS,3,P,1530.9,,,,,
Kamloops,ESSFwc1,ESSFwc1/05,NS,2,P,1531.9,,,,,
Kamloops,ESSFwc1,ESSFwc1/05,NS,1,P,1532.9,,,,,
Kamloops,ESSFwc1,ESSFwc1/05,NS,1,P,1533.9,,,,,
Vancouver,CWHwh1,CWHwh1/114,Ss,3,X,1534.9,,,,,
Vancouver,CWHwh1,CWHwh1/114,NS,1,X,1535.9,,,,,
Vancouver,CWHwh1,CWHwh1/114,Dr,3,X,1536.9,901,,,,
Vancouver,CWHvh3,CWHvh3/113,Ss,3,X,1537.9,1,,,,
Vancouver,CWHvh3,CWHvh3/113,NS,1,X,1538.9,,,,,
Kamloops,ESSFxc,ESSFxc/03,NS,2,P,1539.9,,,,,
Kamloops,ESSFdc1,ESSFdc1/07,NS,1,P,1540.9,,,,,
Kamloops,MSxk,MSxk/03,NS,1,P,1541.9,,,,,
Cariboo,ESSFxc,ESSFxc/09,NS,3,P,1542.9,,,,,
Cariboo,ESSFxc,ESSFxc/10,NS,1,P,1543.9,,,,,
Cariboo,ESSFxc,ESSFxc/10,NS,1,P,1544.9,,,,,
Cariboo,ESSFxc,ESSFxc/10,NS,2,P,1545.9,,,,,
Cariboo,ESSFxc,ESSFxc/09,NS,1,P,1546.9,,,,,
Kamloops,ESSFdc1,ESSFdc1/07,NS,1,P,1547.9,,,,,
Cariboo,ESSFxc,ESSFxc/09,NS,1,P,1548.9,,,,,
Kamloops,ESSFdc1,ESSFdc1/07,NS,2,P,1549.9,,,,,
Kamloops,ESSFdc1,ESSFdc1/07,NS,3,P,1550.9,,,,,
Nelson,MSdk,MSdk/02,NS,1,P,1551.9,,,,,
Nelson,MSdk,MSdk/02,NS,1,P,1552.9,,,,,
Nelson,MSdk,MSdk/02,NS,2,P,1553.9,,,,,
Nelson,MSdk,MSdk/02,NS,3,P,1554.9,,,,,
Cariboo,ESSFxc,ESSFxc/10,NS,3,P,1555.9,,,,,
Cariboo,ESSFxc,ESSFxc/03,NS,1,P,1556.9,,,,,
Kamloops,MSxk,MSxk/03,NS,3,P,1557.9,,,,,
Kamloops,MSxk,MSxk/04,NS,1,P,1558.9,,,,,
Kamloops,MSxk,MSxk/04,NS,1,P,1559.9,,,,,
Kamloops,MSxk,MSxk/04,NS,2,P,1560.9,,,,,
Cariboo,ESSFxc,ESSFxc/09,NS,2,P,1561.9,,,,,
Cariboo,ESSFxc,ESSFxc/03,NS,1,P,1562.9,,,,,
Kamloops,MSxk,MSxk/03,NS,1,P,1563.9,,,,,
Cariboo,ESSFxc,ESSFxc/03,NS,2,P,1564.9,,,,,
Cariboo,ESSFxc,ESSFxc/03,NS,3,P,1565.9,,,,,
Cariboo,ESSFxc,ESSFxc/04,NS,1,P,1566.9,,,,,
Cariboo,ESSFxc,ESSFxc/04,NS,1,P,1567.9,,,,,
Cariboo,ESSFxc,ESSFxc/04,NS,2,P,1568.9,,,,,
Cariboo,ESSFxc,ESSFxc/04,NS,3,P,1569.9,,,,,
Kamloops,MSxk,MSxk/04,NS,3,P,1570.9,,,,,
Pr Rupert,SBSdk,SBSdk/07,Fd,1,X,1571.9,9,18,32,,
Pr Rupert,CWHvm1,CWHvm1/11,Dr,3,A,1572.9,901,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Pl,1,P,80000,,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Se,1,P,80000,,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Bl,2,A,80000,,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Lw,3,,80000,,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Pl,1,P,80001,,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Bl,3,A,80001,13,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Pa,3,A,80001,9,17,,,
Cariboo,ESSFdc2,ESSFdc2/03,Se,3,A,80001,,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Lw,3,,80001,,,,,
Cariboo,ESSFdc2,ESSFdc2/04,Pl,1,P,80002,,,,,
Cariboo,ESSFdc2,ESSFdc2/04,Bl,3,A,80002,13,,,,
Cariboo,ESSFdc2,ESSFdc2/04,Se,3,A,80002,,,,,
Cariboo,ESSFdc2,ESSFdc2/05,Pl,1,P,80003,,,,,
Cariboo,ESSFdc2,ESSFdc2/05,Se,1,P,80003,,,,,
Cariboo,ESSFdc2,ESSFdc2/05,Bl,2,A,80003,10,13,,,
Cariboo,ESSFdc2,ESSFdc2/06,Pl,1,P,80004,,,,,
Cariboo,ESSFdc2,ESSFdc2/06,Se,1,P,80004,,,,,
Cariboo,ESSFdc2,ESSFdc2/06,Bl,2,A,80004,,,,,
Cariboo,ESSFdc2,ESSFdc2/06,Lw,3,,80004,,,,,
Cariboo,ESSFdc2,ESSFdc2/07,Pl,1,P,80005,,,,,
Cariboo,ESSFdc2,ESSFdc2/07,Se,1,P,80005,32,,,,
Cariboo,ESSFdc2,ESSFdc2/07,Bl,2,A,80005,,,,,
Cariboo,ESSFdc2,ESSFdc2/08,Pl,1,P,80006,1,,,,
Cariboo,ESSFdc2,ESSFdc2/08,Se,1,P,80006,1,32,,,
Cariboo,ESSFdc2,ESSFdc2/08,Bl,2,A,80006,1,32,,,
Cariboo,ESSFmv1,ESSFmv1/01,Bl,1,P,80007,,,,,
Cariboo,ESSFmv1,ESSFmv1/01,Se,1,P,80007,,,,,
Cariboo,ESSFmv1,ESSFmv1/01,Pl,2,A,80007,,,,,
Cariboo,ESSFmv1,ESSFmv1/02,Pl,1,P,80008,,,,,
Cariboo,ESSFmv1,ESSFmv1/02,Bl,3,A,80008,,,,,
Cariboo,ESSFmv1,ESSFmv1/03,Bl,1,P,80009,,,,,
Cariboo,ESSFmv1,ESSFmv1/03,Pl,1,P,80009,,,,,
Cariboo,ESSFmv1,ESSFmv1/03,Se,1,P,80009,,,,,
Cariboo,ESSFmv1,ESSFmv1/04,Bl,1,P,80010,,,,,
Cariboo,ESSFmv1,ESSFmv1/04,Se,1,P,80010,,,,,
Cariboo,ESSFmv1,ESSFmv1/04,Pl,2,A,80010,,,,,
Cariboo,ESSFmv1,ESSFmv1/05,Bl,1,P,80011,1,32,,,
Cariboo,ESSFmv1,ESSFmv1/05,Se,1,P,80011,1,32,,,
Cariboo,ESSFmv1,ESSFmv1/05,Pl,2,A,80011,1,,,,
Cariboo,ESSFwc3,ESSFwc3/01,Bl,1,P,80012,,,,,
Cariboo,ESSFwc3,ESSFwc3/01,Se,1,P,80012,,,,,
Cariboo,ESSFwc3,ESSFwc3/01,Pl,2,A,80012,34,,,,
Cariboo,ESSFwc3,ESSFwc3/02,Bl,1,P,80013,,,,,
Cariboo,ESSFwc3,ESSFwc3/02,Se,1,P,80013,,,,,
Cariboo,ESSFwc3,ESSFwc3/02,Pl,2,P,80013,34,,,,
Cariboo,ESSFwc3,ESSFwc3/03,Bl,1,P,80014,1,32,34,,
Cariboo,ESSFwc3,ESSFwc3/03,Se,1,P,80014,1,32,34,,
Cariboo,ESSFwk1,ESSFwk1/01,Bl,1,P,80015,,,,,
Cariboo,ESSFwk1,ESSFwk1/01,Se,1,P,80015,,,,,
Cariboo,ESSFwk1,ESSFwk1/01,Pl,2,P,80015,34,,,,
Cariboo,ESSFwk1,ESSFwk1/01,Lw,3,,80015,,,,,
Cariboo,ESSFwk1,ESSFwk1/02,Bl,1,P,80016,,,,,
Cariboo,ESSFwk1,ESSFwk1/02,Pl,1,P,80016,,,,,
Cariboo,ESSFwk1,ESSFwk1/02,Se,1,P,80016,,,,,
Cariboo,ESSFwk1,ESSFwk1/03,Pl,1,P,80017,34,,,,
Cariboo,ESSFwk1,ESSFwk1/03,Se,1,P,80017,,,,,
Cariboo,ESSFwk1,ESSFwk1/03,Bl,2,A,80017,,,,,
Cariboo,ESSFwk1,ESSFwk1/03,Lw,3,,80017,,,,,
Cariboo,ESSFwk1,ESSFwk1/04,Bl,1,P,80018,32,,,,
Cariboo,ESSFwk1,ESSFwk1/04,Se,1,P,80018,32,,,,
Cariboo,ESSFwk1,ESSFwk1/04,Pl,2,A,80018,34,,,,
Cariboo,ESSFwk1,ESSFwk1/05,Bl,1,P,80019,,,,,
Cariboo,ESSFwk1,ESSFwk1/05,Se,1,P,80019,,,,,
Cariboo,ESSFwk1,ESSFwk1/05,Pl,2,A,80019,34,,,,
Cariboo,ESSFwk1,ESSFwk1/06,Bl,1,P,80020,1,32,,,
Cariboo,ESSFwk1,ESSFwk1/06,Se,1,P,80020,1,32,,,
Cariboo,ESSFwk1,ESSFwk1/07,Bl,1,P,80021,1,32,,,
Cariboo,ESSFwk1,ESSFwk1/07,Se,1,P,80021,1,32,,,
Cariboo,ESSFxc,ESSFxc/01,Pl,1,P,80022,,,,,
Cariboo,ESSFxc,ESSFxc/01,Se,1,P,80022,32,,,,
Cariboo,ESSFxc,ESSFxc/01,Bl,2,A,80022,10,13,,,
Cariboo,ESSFxc,ESSFxc/02,Pl,1,P,80023,,,,,
Cariboo,ESSFxc,ESSFxc/02,Bl,3,A,80023,13,,,,
Cariboo,ESSFxc,ESSFxc/02,Se,3,A,80023,,,,,
Cariboo,ESSFxc,ESSFxc/05,Pl,1,P,80024,,,,,
Cariboo,ESSFxc,ESSFxc/05,Bl,3,A,80024,13,,,,
Cariboo,ESSFxc,ESSFxc/05,Se,3,A,80024,,,,,
Cariboo,ESSFxc,ESSFxc/06,Pl,1,P,80025,,,,,
Cariboo,ESSFxc,ESSFxc/06,Se,1,P,80025,,,,,
Cariboo,ESSFxc,ESSFxc/06,Bl,2,A,80025,13,,,,
Cariboo,ESSFxc,ESSFxc/07,Pl,1,P,80026,,,,,
Cariboo,ESSFxc,ESSFxc/07,Se,1,P,80026,32,,,,
Cariboo,ESSFxc,ESSFxc/07,Bl,2,A,80026,32,,,,
Cariboo,ESSFxc,ESSFxc/08,Pl,1,P,80027,1,,,,
Cariboo,ESSFxc,ESSFxc/08,Bl,2,A,80027,1,32,,,
Cariboo,ESSFxc,ESSFxc/08,Se,2,P,80027,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/01,Bl,1,A,80028,32,50,,,
Cariboo,ESSFxv1,ESSFxv1/01,Pl,1,P,80028,32,,,,
Cariboo,ESSFxv1,ESSFxv1/01,Se,1,P,80028,32,,,,
Cariboo,ESSFxv1,ESSFxv1/01,Pa,2,A,80028,,,,,
Cariboo,ESSFxv1,ESSFxv1/02,Pa,1,P,80029,,,,,
Cariboo,ESSFxv1,ESSFxv1/02,Pl,1,P,80029,,,,,
Cariboo,ESSFxv1,ESSFxv1/02,Bl,3,A,80029,28,,,,
Cariboo,ESSFxv1,ESSFxv1/03,Pl,1,P,80030,,,,,
Cariboo,ESSFxv1,ESSFxv1/03,Pa,2,P,80030,,,,,
Cariboo,ESSFxv1,ESSFxv1/04,Pa,1,P,80031,,,,,
Cariboo,ESSFxv1,ESSFxv1/04,Pl,1,P,80031,,,,,
Cariboo,ESSFxv1,ESSFxv1/04,Bl,3,A,80031,28,,,,
Cariboo,ESSFxv1,ESSFxv1/04,Se,3,A,80031,28,,,,
Cariboo,ESSFxv1,ESSFxv1/05,Pa,1,P,80032,,,,,
Cariboo,ESSFxv1,ESSFxv1/05,Pl,1,P,80032,,,,,
Cariboo,ESSFxv1,ESSFxv1/05,Bl,2,A,80032,28,,,,
Cariboo,ESSFxv1,ESSFxv1/05,Se,2,A,80032,28,,,,
Cariboo,ESSFxv1,ESSFxv1/06,Pl,1,P,80033,,,,,
Cariboo,ESSFxv1,ESSFxv1/06,Bl,2,A,80033,32,,,,
Cariboo,ESSFxv1,ESSFxv1/06,Se,2,P,80033,32,,,,
Cariboo,ESSFxv1,ESSFxv1/06,Pa,3,X,80033,,,,,
Cariboo,ESSFxv1,ESSFxv1/07,Bl,1,A,80034,32,,,,
Cariboo,ESSFxv1,ESSFxv1/07,Pl,1,P,80034,32,,,,
Cariboo,ESSFxv1,ESSFxv1/07,Se,1,P,80034,32,,,,
Cariboo,ESSFxv1,ESSFxv1/07,Pa,3,X,80034,,,,,
Cariboo,ESSFxv1,ESSFxv1/08,Bl,1,A,80035,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/08,Pl,1,P,80035,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/08,Se,1,P,80035,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/09,Bl,1,P,80036,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/09,Se,1,P,80036,1,32,,,
Cariboo,ESSFxv1,ESSFxv1/09,Pl,2,A,80036,1,,,,
Cariboo,ESSFxv2,ESSFxv2/01,Bl,1,A,80037,32,,,,
Cariboo,ESSFxv2,ESSFxv2/01,Pl,1,P,80037,,,,,
Cariboo,ESSFxv2,ESSFxv2/01,Se,1,P,80037,32,,,,
Cariboo,ESSFxv2,ESSFxv2/01,Pa,3,A,80037,,,,,
Cariboo,ESSFxv2,ESSFxv2/02,Pl,1,P,80038,,,,,
Cariboo,ESSFxv2,ESSFxv2/02,Pa,2,P,80038,,,,,
Cariboo,ESSFxv2,ESSFxv2/02,Bl,3,A,80038,28,53,,,
Cariboo,ESSFxv2,ESSFxv2/03,Pl,1,P,80039,,,,,
Cariboo,ESSFxv2,ESSFxv2/03,Pa,2,A,80039,,,,,
Cariboo,ESSFxv2,ESSFxv2/04,Pl,1,P,80040,,,,,
Cariboo,ESSFxv2,ESSFxv2/04,Bl,2,A,80040,28,,,,
Cariboo,ESSFxv2,ESSFxv2/04,Pa,3,A,80040,,,,,
Cariboo,ESSFxv2,ESSFxv2/05,Pl,1,P,80041,,,,,
Cariboo,ESSFxv2,ESSFxv2/05,Bl,2,A,80041,,,,,
Cariboo,ESSFxv2,ESSFxv2/05,Pa,2,A,80041,,,,,
Cariboo,ESSFxv2,ESSFxv2/05,Se,2,P,80041,,,,,
Cariboo,ESSFxv2,ESSFxv2/06,Pl,1,P,80042,,,,,
