"index","GCM","SSP","RUN","PERIOD","BAFAun","BGxh2","BGxh3","BGxw1","BGxw2","ESSFdk2","ESSFdkp","ESSFdkw","ESSFmc","ESSFmv1","ESSFwc2","ESSFwc3","ESSFwcp","ESSFwcw","ESSFwk1","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc2","ESSFxc3","ESSFxcp","ESSFxv1","ICHdk","ICHmc1","ICHmk3","ICHmw3","ICHwk2","IDFdk1","IDFdk3","IDFdk4","IDFmw2","IDFxh2","IDFxm","IDFxw","IMAun","IMAun_CO","MSabN","MSdc2","MSxk2","MSxk3","MSxv","PPxh2","SBAPfp","SBPSmk","SBPSxc","SBSdk","SBSdw1","SBSdw2","SBSmc1","SBSmc2","SBSmc3","SBSmk1","SBSmm","SBSmw","SBSwk1","BGmk_MT","ESSFdc2","ESSFdcw","ESSFmv3","ESSFwm1","ESSFwmp","ESSFxcw","ESSFxk_WY","ICHmk1","ICHmk4","IDFdkx_MT","IDFxm_CO","IMAab","IWFdm_CO","MGPmg","MGPmw_MT","MSdh_WY","MSdk","MSdm1","PPxh1","SBPSdc","SBPSmc","BGxh1","ESSFdc1","ESSFwc4","ESSFwh1","ESSFxc1","ICHdw3","ICHmw5","IDFdh_UT","IDFdk2","JPWdw_UT","MSdw","MSxk1","SBSmh","BGdw_WA","BGxh_WA","ESSFdk1","ESSFmh","ESSFwmw","ICHxm1","IDFdk5","IDFdm_WA","IDFdm1","IDFdm2","IDFxk","JPWdm_WY","MGPdm","ESSFabS","ICHmc2","IDFdh","IDFdk_MT","IDFdx_MT","IDFxh1","IDFxx2","MSdm_WA","MSdm2","ICHmk2","ICHwk4","SBSvk","ESSFabC","ESSFwk2","ICHvk2","IMAun_WY","SBSwk3","ICHmw2","BWBSdk","BWBSdmN","BWBSmw","BWBSuf","ESSFabN","ESSFmv2","SBSdw3","BWBScmW","BWBSlf","BWBSwk1","FGnf","SBAPcp","SWBmk","ESSFmmp","SBSwk2","ESSFxvp","CWHws2","IDFdm_MT","MSxm_CO","ICHdw4","ICHwk1","PPxw_MT","PPxh_CO","GOun_CO","MHmmp","ESSFwh3","MSdw_MT","ICHwk3","ESSFwh2","ESSFwm2","ICHdm","SGPdm_CO","BGmw_WA","GBDxx_UT","ICHdw_ID","ICHdw1","IDFxx1","PPxh_WA","SBSdh1","ESSFwm_MT","ESSFwm4","ESSFxh_WA","ICHxw","ICHxw_WA","IMAun_MT","JPWxw_NV","ESSFwm3","ICHmw4","ICHmh_MT","MSxx_NV","ICHvk1","ICHvc","ESSFdk_MT","ICHxwa","IDFdh_WA","IDFxh_WA","PPmx_WY","IDFdh_MT","MHmm2","IGFxm_OR","CWHms1","IDFxx_MT","PPxw_WY","IGFmm_OR","JPWwm_CO","IDFxc","CWHwm"
112,"GISS-E2-1-G","ssp245","r3i1p3f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,NA,468,NA,NA,NA,NA,NA,NA,NA,NA,659,NA,95,1507,148,NA,NA,NA,4809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,1,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,649,1111,211,5992,NA,NA,6838,883,NA,NA,403,600,NA,NA,45,NA,NA,NA,217,1,131,NA,53,14,NA,128,NA,NA,NA,NA,NA,NA,16699,NA,NA,NA,35,NA,NA,NA,NA,359,NA,NA,13575,1553,NA,NA,NA,3,1021,NA,NA,NA,NA,NA,NA,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,949,16,1433,4,892,22,NA,NA,66,NA,NA,NA,NA,NA,104,98,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,2,NA,34,14,NA,NA,NA,NA
113,"MIROC6","ssp245","ensembleMean","2061_2080",NA,33,36,NA,NA,NA,NA,NA,NA,NA,NA,65,1,6,536,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,99,932,778,75,NA,10199,17729,63,12,NA,NA,NA,NA,53,11,NA,585,411,8,NA,NA,151,30,NA,40,NA,NA,NA,NA,2,NA,23,NA,NA,NA,NA,6,NA,134,3,NA,16,NA,NA,37,62,NA,NA,58,238,NA,NA,248,NA,2,271,154,141,551,13,4426,183,NA,63,256,NA,NA,NA,NA,NA,17002,NA,NA,1,NA,NA,NA,NA,NA,795,NA,NA,253,806,NA,NA,265,53,115,NA,NA,NA,NA,NA,NA,3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495,764,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"MIROC6","ssp245","r1i1p1f1","2061_2080",NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,74,2,9,609,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,330,1123,260,49,NA,13606,12008,NA,109,NA,NA,NA,NA,43,5,NA,374,285,67,NA,NA,131,46,NA,55,NA,NA,NA,NA,3,NA,19,NA,NA,NA,NA,8,NA,121,NA,NA,13,NA,NA,25,31,NA,NA,129,246,NA,NA,130,NA,1,192,155,329,684,114,3705,243,NA,54,93,NA,NA,NA,NA,NA,18777,NA,NA,NA,NA,NA,NA,NA,NA,711,NA,NA,118,691,NA,NA,235,96,230,NA,NA,NA,NA,NA,NA,3587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3909,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"MIROC6","ssp245","r2i1p1f1","2061_2080",NA,53,56,NA,2,NA,NA,NA,NA,NA,NA,47,NA,11,395,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,200,603,1541,358,NA,11569,16897,597,4,NA,NA,NA,NA,68,2,NA,637,668,10,NA,NA,70,72,NA,8,NA,NA,NA,NA,2,NA,29,NA,NA,NA,NA,2,NA,127,539,NA,NA,NA,NA,1268,269,NA,NA,13,138,NA,NA,350,NA,41,360,83,289,371,NA,4410,197,47,47,794,NA,NA,NA,NA,NA,13330,31,NA,29,372,NA,NA,NA,NA,840,NA,NA,49,694,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,3255,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,856,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"MIROC6","ssp245","r3i1p1f1","2061_2080",NA,84,42,NA,NA,NA,NA,NA,NA,NA,NA,63,1,8,593,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,11,1064,1194,89,NA,5341,21817,95,2,NA,NA,NA,NA,43,15,NA,494,382,NA,NA,25,405,1,NA,48,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,16,NA,19,NA,NA,222,NA,NA,NA,NA,NA,NA,39,405,NA,NA,209,NA,NA,58,244,259,670,61,4002,64,NA,168,8,NA,NA,NA,NA,NA,18505,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,NA,20,1419,NA,NA,111,144,453,NA,NA,NA,NA,NA,NA,3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1106,240,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"MPI-ESM1-2-HR","ssp245","ensembleMean","2061_2080",NA,21,20,NA,NA,NA,NA,NA,19,1,NA,51,1,33,561,NA,NA,NA,NA,NA,NA,NA,NA,65,188,NA,3936,150,200,NA,19608,6751,78,4962,NA,NA,NA,2,42,5,12,245,511,322,NA,NA,444,177,7,211,NA,NA,NA,NA,NA,NA,52,1,NA,NA,NA,1,NA,168,63,NA,1,NA,6,476,1,NA,10,243,194,NA,NA,141,NA,65,331,30,97,948,339,2785,191,6,9,180,NA,NA,NA,4,NA,14869,NA,NA,NA,3,NA,NA,NA,NA,48,NA,NA,22,181,NA,NA,138,262,NA,NA,NA,NA,NA,NA,NA,3325,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,244,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2061_2080",NA,110,73,1,NA,NA,NA,NA,2,NA,NA,11,NA,50,418,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,972,986,504,NA,11656,19556,98,2656,NA,NA,NA,NA,69,37,NA,540,3,73,NA,NA,389,24,2,130,NA,NA,NA,NA,NA,NA,86,1,NA,5,NA,NA,NA,1427,44,NA,NA,NA,NA,507,1,NA,2,131,116,NA,NA,275,NA,97,427,26,NA,1189,252,6833,131,15,47,27,NA,NA,NA,3,NA,10759,NA,NA,3,NA,NA,NA,NA,NA,208,NA,NA,NA,200,NA,NA,285,23,NA,NA,NA,NA,NA,NA,NA,2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2061_2080",NA,2,1,NA,NA,NA,NA,NA,46,NA,NA,81,6,22,780,NA,NA,NA,NA,NA,NA,NA,NA,563,52,11,7852,4,56,NA,19374,2568,348,2293,NA,NA,NA,NA,28,4,8,123,NA,62,NA,NA,1721,86,144,120,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,220,322,NA,256,NA,160,82,28,NA,17,89,265,NA,NA,34,NA,28,252,5,1675,683,310,800,179,1,3,2296,NA,NA,NA,3,NA,14755,NA,NA,NA,NA,NA,NA,NA,NA,519,NA,NA,92,290,NA,NA,19,153,9,9,NA,NA,NA,NA,NA,2980,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,259,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"MRI-ESM2-0","ssp245","ensembleMean","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,61,NA,NA,470,4,NA,NA,NA,NA,NA,NA,NA,3451,NA,3029,1871,NA,NA,NA,192,24,502,NA,NA,NA,5,NA,NA,NA,NA,1,5,NA,NA,NA,21,NA,163,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,3061,NA,13,19,93,NA,NA,24,401,NA,NA,NA,NA,NA,1,NA,5344,186,9,NA,52,NA,NA,2257,NA,NA,NA,NA,NA,26979,NA,NA,NA,NA,NA,NA,NA,NA,3453,NA,NA,56,1075,NA,NA,NA,NA,482,73,NA,2,NA,NA,NA,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,NA,NA,NA,7,NA,NA,6791,1224,37,1169,NA,NA,49,NA,3,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"MRI-ESM2-0","ssp245","r1i1p1f1","2061_2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,61,NA,NA,470,4,NA,NA,NA,NA,NA,NA,NA,3451,NA,3029,1871,NA,NA,NA,192,24,502,NA,NA,NA,5,NA,NA,NA,NA,1,5,NA,NA,NA,21,NA,163,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,3061,NA,13,19,93,NA,NA,24,401,NA,NA,NA,NA,NA,1,NA,5344,186,9,NA,52,NA,NA,2257,NA,NA,NA,NA,NA,26979,NA,NA,NA,NA,NA,NA,NA,NA,3453,NA,NA,56,1075,NA,NA,NA,NA,482,73,NA,2,NA,NA,NA,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,NA,NA,NA,7,NA,NA,6791,1224,37,1169,NA,NA,49,NA,3,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"ensembleMean","ssp245","ensembleMean","2061_2080",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,251,1250,84,6,NA,6373,12678,597,3,NA,NA,NA,NA,11,2,NA,221,384,27,NA,NA,295,41,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,303,480,NA,76,NA,NA,475,239,NA,NA,286,321,NA,NA,154,NA,NA,237,109,163,526,136,2653,228,2,9,183,NA,NA,NA,NA,NA,25538,NA,NA,NA,35,NA,NA,NA,NA,435,NA,NA,875,1280,NA,NA,89,3,160,NA,NA,NA,NA,NA,NA,3524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2956,633,3,14,NA,NA,36,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"ACCESS-ESM1-5","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1295,NA,NA,NA,NA,NA,2860,NA,NA,59,193,NA,NA,1,NA,NA,NA,NA,NA,6,11272,NA,2373,108,NA,NA,NA,2,19,NA,NA,6,NA,3,57,4743,NA,759,NA,NA,NA,509,NA,96,932,430,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,15935,NA,16,NA,109,3,NA,NA,NA,80,6,210,66,2040,3117,14926,168,NA,1,NA,NA,31,705,NA,592,NA,165,NA,NA,NA,NA,NA,11,469,NA,81,3,NA,NA,NA,6,NA,NA,NA,NA,NA
124,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2081_2100",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,300,NA,NA,136,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,44,1320,NA,NA,NA,NA,16,11850,NA,NA,123,490,NA,NA,29,NA,NA,NA,NA,NA,13,12765,2,1710,35,NA,NA,NA,2,5,NA,NA,908,NA,NA,52,4590,NA,37,NA,2,NA,210,NA,433,4184,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,902,8,17475,NA,109,NA,132,NA,NA,NA,NA,111,63,149,85,398,3148,1942,18,NA,NA,3,NA,24,193,NA,57,NA,213,NA,NA,NA,NA,NA,6,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,28,1144,NA,NA,NA,NA,NA,33,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,15,21482,42,3062,17,NA,NA,NA,2,8,NA,NA,214,NA,10,66,3659,NA,37,NA,NA,NA,285,NA,NA,1856,339,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,NA,NA,3,8471,NA,1501,NA,53,6,NA,NA,NA,8,4,233,69,1922,3444,11921,501,NA,9,NA,7,141,1039,NA,403,NA,210,NA,NA,NA,NA,NA,256,966,13,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2081_2100",NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,NA,385,NA,NA,3168,570,75,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,44,830,NA,NA,NA,NA,NA,13397,NA,NA,75,517,NA,NA,169,NA,NA,12,NA,17,55,3546,83,1209,108,2,9,NA,2,NA,NA,NA,6168,NA,NA,5,2317,NA,1,NA,NA,73,12,NA,70,17182,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689,517,7549,NA,6,NA,71,NA,NA,NA,NA,104,102,111,81,NA,676,258,1,NA,NA,NA,NA,NA,187,NA,42,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"CNRM-ESM2-1","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,166,352,NA,NA,45,9050,NA,NA,NA,NA,NA,NA,1,NA,NA,11,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,1591,6,NA,NA,NA,605,1279,NA,NA,378,373,NA,NA,159,NA,1,2,29,NA,434,40,292,163,16,61,NA,NA,NA,NA,NA,NA,25125,NA,NA,3,893,NA,NA,NA,NA,NA,NA,NA,3158,10546,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289,NA,2775,13,557,NA,NA,NA,559,NA,NA,NA,NA,19,144,146,NA,471,44,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"CNRM-ESM2-1","ssp245","r1i1p1f2","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,173,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,58,234,714,NA,NA,152,10095,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,1134,NA,NA,NA,NA,339,1626,NA,NA,374,476,NA,NA,217,NA,NA,9,55,NA,492,23,458,164,6,146,NA,NA,NA,NA,NA,NA,21688,NA,NA,16,991,NA,NA,NA,NA,6,NA,NA,1598,14233,NA,18,NA,NA,2,NA,NA,NA,NA,NA,NA,3498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,NA,2185,222,316,NA,NA,NA,323,NA,NA,NA,NA,5,63,146,NA,20,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"CNRM-ESM2-1","ssp245","r2i1p1f2","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,155,NA,NA,NA,5,NA,NA,NA,NA,2,NA,18,81,287,NA,NA,NA,5279,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,636,15,636,NA,NA,146,650,NA,NA,273,412,NA,NA,104,NA,NA,2,23,NA,339,223,153,118,NA,87,NA,NA,NA,NA,NA,NA,24945,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3314,13931,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,1,3172,NA,427,787,NA,NA,466,NA,NA,NA,NA,NA,583,229,NA,1459,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1277,NA,3,NA,NA,NA,NA,NA,NA,NA,339,NA,3,NA,83,NA,3,NA,NA,NA
130,"CNRM-ESM2-1","ssp245","r3i1p1f2","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,374,140,NA,NA,2473,8625,5,1,NA,NA,NA,NA,4,NA,NA,22,310,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,2615,NA,NA,NA,NA,1386,1163,NA,NA,453,272,NA,NA,151,NA,6,2,18,NA,143,61,433,275,81,17,NA,NA,NA,NA,NA,NA,23694,NA,NA,NA,3640,NA,NA,NA,NA,1,NA,NA,6284,5108,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,2062,18,1505,1,NA,NA,631,NA,NA,NA,NA,46,120,41,NA,275,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"EC-Earth3","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,2805,1,130,NA,NA,15,2958,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,119,NA,3,NA,NA,80,497,NA,NA,158,654,NA,NA,95,NA,NA,NA,18,NA,274,NA,127,106,NA,40,1,NA,NA,NA,NA,NA,21304,NA,NA,NA,73,NA,NA,NA,NA,394,NA,NA,1289,20895,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,7753,NA,4,NA,NA,NA,336,NA,NA,NA,NA,NA,189,187,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
132,"EC-Earth3","ssp245","r15i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,3167,8,61,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,34,NA,32,NA,NA,NA,56,NA,NA,84,730,NA,NA,14,NA,NA,NA,11,NA,155,NA,66,86,NA,39,NA,NA,NA,NA,NA,NA,20848,NA,NA,NA,15,NA,NA,NA,NA,325,NA,NA,1442,22153,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9884,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,248,230,NA,13,85,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2581,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,8,8,NA,NA,14,NA,NA,NA
133,"EC-Earth3","ssp245","r1i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,402,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,NA,111,NA,NA,NA,8,949,NA,NA,165,1359,NA,NA,195,NA,NA,NA,40,NA,115,NA,54,63,3,144,NA,NA,NA,NA,NA,NA,13853,NA,NA,NA,845,NA,NA,NA,NA,161,183,NA,2731,28046,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689,NA,3992,NA,713,NA,NA,NA,421,3,NA,NA,NA,52,24,193,NA,38,3525,424,NA,NA,NA,NA,NA,NA,47,NA,NA,4,2634,NA,1,NA,NA,NA,NA,NA,NA,NA,171,NA,1,NA,1,NA,NA,NA,NA,NA
